CMDLINE C:\Users\Sourour\AppData\Local\Programs\Python\Python311\python.exe Scraper(Motory)[SD]{Modified}.py
MEM 140.886719 1707397340.9748
MEM 140.886719 1707397341.0754
MEM 140.886719 1707397341.1759
MEM 140.886719 1707397341.2764
MEM 141.027344 1707397341.3769
MEM 142.621094 1707397341.4775
MEM 142.621094 1707397341.5780
MEM 142.621094 1707397341.6787
MEM 142.621094 1707397341.7792
MEM 142.621094 1707397341.8798
MEM 142.621094 1707397341.9803
MEM 142.621094 1707397342.0808
MEM 142.621094 1707397342.1813
MEM 142.621094 1707397342.2819
MEM 142.621094 1707397342.3825
MEM 142.621094 1707397342.4828
MEM 142.621094 1707397342.5834
MEM 142.621094 1707397342.6839
MEM 142.621094 1707397342.7844
MEM 142.621094 1707397342.8850
MEM 142.621094 1707397342.9856
MEM 142.621094 1707397343.0862
MEM 142.621094 1707397343.1866
MEM 142.621094 1707397343.2868
MEM 142.621094 1707397343.3873
MEM 142.621094 1707397343.4879
MEM 142.621094 1707397343.5884
MEM 142.621094 1707397343.6889
MEM 142.621094 1707397343.7894
MEM 142.621094 1707397343.8899
MEM 142.621094 1707397343.9905
MEM 142.621094 1707397344.0908
MEM 142.621094 1707397344.1914
MEM 142.621094 1707397344.2919
MEM 142.625000 1707397344.3924
MEM 142.628906 1707397344.4928
MEM 142.632812 1707397344.5933
MEM 142.632812 1707397344.6938
MEM 142.632812 1707397344.7944
MEM 142.632812 1707397344.8949
MEM 142.632812 1707397344.9954
MEM 142.632812 1707397345.0960
MEM 142.632812 1707397345.1966
MEM 142.632812 1707397345.2971
MEM 142.632812 1707397345.3977
MEM 142.632812 1707397345.4983
MEM 142.632812 1707397345.5988
MEM 142.632812 1707397345.6994
MEM 142.632812 1707397345.7999
MEM 142.632812 1707397345.9004
MEM 142.632812 1707397346.0010
MEM 142.632812 1707397346.1015
MEM 142.632812 1707397346.2021
MEM 142.632812 1707397346.3027
MEM 142.632812 1707397346.4032
MEM 142.632812 1707397346.5037
MEM 142.632812 1707397346.6168
MEM 142.632812 1707397346.7178
MEM 142.632812 1707397346.8184
MEM 142.632812 1707397346.9189
MEM 142.632812 1707397347.0193
MEM 142.632812 1707397347.1199
MEM 142.632812 1707397347.2204
MEM 142.632812 1707397347.3208
MEM 142.632812 1707397347.4214
MEM 142.632812 1707397347.5217
MEM 142.632812 1707397347.6222
MEM 142.632812 1707397347.7227
MEM 142.632812 1707397347.8232
MEM 142.632812 1707397347.9238
MEM 142.632812 1707397348.0244
MEM 142.632812 1707397348.1251
MEM 142.632812 1707397348.2256
MEM 142.632812 1707397348.3262
MEM 142.632812 1707397348.4267
MEM 142.632812 1707397348.5272
MEM 142.632812 1707397348.6278
MEM 142.632812 1707397348.7283
MEM 142.632812 1707397348.8290
MEM 142.632812 1707397348.9297
MEM 142.632812 1707397349.0302
MEM 142.632812 1707397349.1309
MEM 142.632812 1707397349.2314
MEM 142.632812 1707397349.3320
MEM 142.632812 1707397349.4326
MEM 142.632812 1707397349.5331
MEM 142.632812 1707397349.6338
MEM 142.632812 1707397349.7342
MEM 142.632812 1707397349.8348
MEM 142.632812 1707397349.9354
MEM 142.632812 1707397350.0359
MEM 142.632812 1707397350.1364
MEM 142.632812 1707397350.2370
MEM 142.632812 1707397350.3376
MEM 142.632812 1707397350.4382
MEM 142.632812 1707397350.5388
MEM 142.632812 1707397350.6393
MEM 142.632812 1707397350.7398
MEM 142.632812 1707397350.8402
MEM 142.632812 1707397350.9407
MEM 142.632812 1707397351.0413
MEM 142.632812 1707397351.1418
MEM 142.632812 1707397351.2425
MEM 142.632812 1707397351.3430
MEM 142.632812 1707397351.4435
MEM 142.632812 1707397351.5440
MEM 142.632812 1707397351.6445
MEM 142.632812 1707397351.7450
MEM 142.632812 1707397351.8454
MEM 142.632812 1707397351.9461
MEM 142.632812 1707397352.0466
MEM 142.632812 1707397352.1472
MEM 142.632812 1707397352.2478
MEM 142.632812 1707397352.3484
MEM 142.632812 1707397352.4491
MEM 142.632812 1707397352.5497
MEM 142.632812 1707397352.6500
MEM 142.632812 1707397352.7506
MEM 142.632812 1707397352.8512
MEM 142.632812 1707397352.9518
MEM 142.632812 1707397353.0523
MEM 142.632812 1707397353.1530
MEM 142.632812 1707397353.2535
MEM 142.632812 1707397353.3541
MEM 142.632812 1707397353.4547
MEM 142.632812 1707397353.5553
MEM 142.632812 1707397353.6558
MEM 142.632812 1707397353.7562
MEM 142.632812 1707397353.8566
MEM 142.632812 1707397353.9571
MEM 142.632812 1707397354.0577
MEM 142.632812 1707397354.1582
MEM 142.632812 1707397354.2588
MEM 142.632812 1707397354.3593
MEM 142.632812 1707397354.4599
MEM 142.632812 1707397354.5604
MEM 142.632812 1707397354.6610
MEM 142.632812 1707397354.7616
MEM 142.742188 1707397354.8621
MEM 142.960938 1707397354.9627
MEM 142.960938 1707397355.0633
MEM 142.960938 1707397355.1640
MEM 142.960938 1707397355.2642
MEM 142.960938 1707397355.3644
MEM 142.996094 1707397355.4649
MEM 143.000000 1707397355.5652
MEM 144.761719 1707397355.6658
MEM 144.824219 1707397355.7663
MEM 144.824219 1707397355.8669
MEM 144.886719 1707397355.9673
MEM 144.894531 1707397356.0679
MEM 144.894531 1707397356.1685
MEM 144.902344 1707397356.2691
MEM 144.902344 1707397356.3697
MEM 144.902344 1707397356.4701
MEM 143.429688 1707397356.5703
MEM 143.429688 1707397356.6706
MEM 143.429688 1707397356.7712
MEM 143.429688 1707397356.8719
MEM 143.429688 1707397356.9724
MEM 143.429688 1707397357.0728
MEM 143.429688 1707397357.1734
MEM 143.429688 1707397357.2739
MEM 143.429688 1707397357.3745
MEM 143.429688 1707397357.4750
MEM 143.429688 1707397357.5754
MEM 143.429688 1707397357.6760
MEM 143.429688 1707397357.7765
MEM 143.429688 1707397357.8770
MEM 143.429688 1707397357.9776
MEM 143.429688 1707397358.0782
MEM 143.429688 1707397358.1787
MEM 143.429688 1707397358.2793
MEM 143.429688 1707397358.3798
MEM 143.429688 1707397358.4801
MEM 143.429688 1707397358.5807
MEM 143.429688 1707397358.6813
MEM 143.429688 1707397358.7819
MEM 143.429688 1707397358.8824
MEM 143.429688 1707397358.9831
MEM 143.429688 1707397359.0837
MEM 143.429688 1707397359.1844
MEM 143.429688 1707397359.2849
MEM 143.429688 1707397359.3856
MEM 143.429688 1707397359.4862
MEM 143.429688 1707397359.5867
MEM 143.429688 1707397359.6913
MEM 143.429688 1707397359.7923
MEM 143.429688 1707397359.8929
MEM 143.429688 1707397359.9934
MEM 143.429688 1707397360.0939
MEM 143.429688 1707397360.1944
MEM 143.429688 1707397360.2948
MEM 143.429688 1707397360.3952
MEM 143.429688 1707397360.4958
MEM 143.429688 1707397360.5965
MEM 143.429688 1707397360.6968
MEM 143.429688 1707397360.7973
MEM 143.429688 1707397360.8979
MEM 143.429688 1707397360.9986
MEM 143.429688 1707397361.0990
MEM 143.429688 1707397361.1995
MEM 143.429688 1707397361.3001
MEM 143.429688 1707397361.4006
MEM 143.429688 1707397361.5010
MEM 143.429688 1707397361.6015
MEM 143.429688 1707397361.7021
MEM 143.429688 1707397361.8027
MEM 143.429688 1707397361.9032
MEM 143.429688 1707397362.0038
MEM 143.429688 1707397362.1042
MEM 143.429688 1707397362.2044
MEM 143.429688 1707397362.3049
MEM 143.429688 1707397362.4055
MEM 143.429688 1707397362.5059
MEM 143.429688 1707397362.6065
MEM 143.429688 1707397362.7068
MEM 143.429688 1707397362.8073
MEM 143.429688 1707397362.9077
MEM 143.429688 1707397363.0083
MEM 143.429688 1707397363.1085
MEM 143.429688 1707397363.2091
MEM 143.429688 1707397363.3097
MEM 143.429688 1707397363.4101
MEM 143.429688 1707397363.5108
MEM 143.429688 1707397363.6112
MEM 143.429688 1707397363.7118
MEM 143.429688 1707397363.8120
MEM 143.429688 1707397363.9126
MEM 143.429688 1707397364.0131
MEM 143.429688 1707397364.1138
MEM 143.429688 1707397364.2144
MEM 143.429688 1707397364.3146
MEM 143.429688 1707397364.4148
MEM 143.429688 1707397364.5154
MEM 143.429688 1707397364.6157
MEM 143.429688 1707397364.7159
MEM 143.429688 1707397364.8165
MEM 143.429688 1707397364.9171
MEM 143.429688 1707397365.0176
MEM 143.429688 1707397365.1182
MEM 143.429688 1707397365.2188
MEM 143.429688 1707397365.3194
MEM 143.429688 1707397365.4199
MEM 143.429688 1707397365.5206
MEM 143.429688 1707397365.6207
MEM 143.429688 1707397365.7214
MEM 143.429688 1707397365.8218
MEM 143.429688 1707397365.9221
MEM 143.429688 1707397366.0226
MEM 143.429688 1707397366.1232
MEM 143.429688 1707397366.2238
MEM 143.429688 1707397366.3243
MEM 143.429688 1707397366.4249
MEM 143.429688 1707397366.5251
MEM 143.429688 1707397366.6256
MEM 143.429688 1707397366.7261
MEM 143.429688 1707397366.8268
MEM 143.429688 1707397366.9274
MEM 143.429688 1707397367.0280
MEM 143.429688 1707397367.1283
MEM 143.429688 1707397367.2290
MEM 143.429688 1707397367.3291
MEM 143.429688 1707397367.4296
MEM 143.429688 1707397367.5300
MEM 143.429688 1707397367.6305
MEM 143.429688 1707397367.7309
MEM 143.429688 1707397367.8315
MEM 143.429688 1707397367.9320
MEM 143.429688 1707397368.0322
MEM 143.429688 1707397368.1328
MEM 143.429688 1707397368.2334
MEM 143.429688 1707397368.3336
MEM 143.429688 1707397368.4338
MEM 143.429688 1707397368.5344
MEM 143.429688 1707397368.6349
MEM 143.429688 1707397368.7352
MEM 143.429688 1707397368.8354
MEM 143.429688 1707397368.9362
MEM 143.429688 1707397369.0618
MEM 143.429688 1707397369.1624
MEM 143.429688 1707397369.2630
MEM 143.582031 1707397369.3636
MEM 143.574219 1707397369.4637
MEM 143.574219 1707397369.5641
MEM 143.574219 1707397369.6647
MEM 143.574219 1707397369.7651
MEM 143.574219 1707397369.8656
MEM 143.667969 1707397369.9663
MEM 146.046875 1707397370.0669
MEM 146.046875 1707397370.1674
MEM 146.089844 1707397370.2680
MEM 146.210938 1707397370.3686
MEM 146.558594 1707397370.4687
MEM 146.941406 1707397370.5692
MEM 146.941406 1707397370.6698
MEM 146.941406 1707397370.7704
MEM 146.941406 1707397370.8705
MEM 145.515625 1707397370.9710
MEM 145.515625 1707397371.0712
MEM 145.515625 1707397371.1717
MEM 145.515625 1707397371.2723
MEM 145.515625 1707397371.3725
MEM 145.515625 1707397371.4730
MEM 145.515625 1707397371.5735
MEM 145.515625 1707397371.6741
MEM 145.515625 1707397371.7747
MEM 145.515625 1707397371.8753
MEM 145.515625 1707397371.9759
MEM 145.515625 1707397372.0762
MEM 145.515625 1707397372.1768
MEM 145.515625 1707397372.2773
MEM 145.515625 1707397372.3779
MEM 145.515625 1707397372.4785
MEM 145.515625 1707397372.5789
MEM 145.515625 1707397372.6796
MEM 145.515625 1707397372.7802
MEM 145.515625 1707397372.8813
MEM 145.515625 1707397372.9818
MEM 145.515625 1707397373.0820
MEM 145.515625 1707397373.1825
MEM 145.519531 1707397373.2826
MEM 145.519531 1707397373.3832
MEM 145.523438 1707397373.4837
MEM 145.523438 1707397373.5840
MEM 145.523438 1707397373.6846
MEM 145.523438 1707397373.7850
MEM 145.523438 1707397373.8852
MEM 145.523438 1707397373.9853
MEM 145.523438 1707397374.0859
MEM 145.523438 1707397374.1860
MEM 145.523438 1707397374.2863
MEM 145.523438 1707397374.3870
MEM 145.523438 1707397374.4875
MEM 145.523438 1707397374.5881
MEM 145.523438 1707397374.6887
MEM 145.523438 1707397374.7893
MEM 145.523438 1707397374.8895
MEM 145.523438 1707397374.9901
MEM 145.523438 1707397375.0907
MEM 145.523438 1707397375.1913
MEM 145.523438 1707397375.2918
MEM 145.523438 1707397375.3923
MEM 145.523438 1707397375.4928
MEM 145.523438 1707397375.5930
MEM 145.523438 1707397375.6936
MEM 145.523438 1707397375.7941
MEM 145.523438 1707397375.8947
MEM 145.523438 1707397375.9952
MEM 145.523438 1707397376.0962
MEM 145.523438 1707397376.1964
MEM 145.523438 1707397376.2969
MEM 145.523438 1707397376.3975
MEM 145.523438 1707397376.4980
MEM 145.523438 1707397376.5986
MEM 145.523438 1707397376.6991
MEM 145.523438 1707397376.7996
MEM 145.523438 1707397376.9002
MEM 145.523438 1707397377.0007
MEM 145.523438 1707397377.1012
MEM 145.523438 1707397377.2018
MEM 145.523438 1707397377.3024
MEM 145.523438 1707397377.4031
MEM 145.523438 1707397377.5148
MEM 145.523438 1707397377.6160
MEM 145.523438 1707397377.7161
MEM 145.523438 1707397377.8167
MEM 145.523438 1707397377.9171
MEM 145.523438 1707397378.0179
MEM 145.523438 1707397378.1184
MEM 145.523438 1707397378.2190
MEM 145.523438 1707397378.3196
MEM 145.523438 1707397378.4201
MEM 145.523438 1707397378.5207
MEM 145.523438 1707397378.6212
MEM 145.523438 1707397378.7217
MEM 145.523438 1707397378.8223
MEM 145.523438 1707397378.9225
MEM 145.523438 1707397379.0227
MEM 145.523438 1707397379.1232
MEM 145.523438 1707397379.2235
MEM 145.523438 1707397379.3240
MEM 145.523438 1707397379.4247
MEM 145.523438 1707397379.5252
MEM 145.523438 1707397379.6254
MEM 145.523438 1707397379.7260
MEM 145.523438 1707397379.8266
MEM 145.523438 1707397379.9271
MEM 145.523438 1707397380.0273
MEM 145.523438 1707397380.1279
MEM 145.523438 1707397380.2285
MEM 145.523438 1707397380.3290
MEM 145.523438 1707397380.4294
MEM 145.523438 1707397380.5299
MEM 145.523438 1707397380.6305
MEM 145.523438 1707397380.7311
MEM 145.523438 1707397380.8316
MEM 145.523438 1707397380.9318
MEM 145.523438 1707397381.0325
MEM 145.523438 1707397381.1329
MEM 145.523438 1707397381.2331
MEM 145.523438 1707397381.3333
MEM 145.523438 1707397381.4335
MEM 145.523438 1707397381.5340
MEM 145.523438 1707397381.6346
MEM 145.523438 1707397381.7348
MEM 145.523438 1707397381.8355
MEM 145.523438 1707397381.9361
MEM 145.523438 1707397382.0365
MEM 145.523438 1707397382.1370
MEM 145.523438 1707397382.2376
MEM 145.523438 1707397382.3378
MEM 145.523438 1707397382.4384
MEM 145.523438 1707397382.5386
MEM 145.523438 1707397382.6392
MEM 145.523438 1707397382.7398
MEM 145.523438 1707397382.8404
MEM 145.523438 1707397382.9408
MEM 145.523438 1707397383.0414
MEM 145.523438 1707397383.1420
MEM 145.523438 1707397383.2425
MEM 145.523438 1707397383.3431
MEM 145.523438 1707397383.4438
MEM 145.523438 1707397383.5443
MEM 145.523438 1707397383.6448
MEM 145.523438 1707397383.7454
MEM 145.703125 1707397383.8458
MEM 146.203125 1707397383.9461
MEM 146.203125 1707397384.0471
MEM 146.203125 1707397384.1475
MEM 146.203125 1707397384.2482
MEM 146.316406 1707397384.3484
MEM 147.500000 1707397384.4488
MEM 147.500000 1707397384.5493
MEM 147.500000 1707397384.6500
MEM 147.500000 1707397384.7501
MEM 147.500000 1707397384.8507
MEM 147.503906 1707397384.9513
MEM 147.503906 1707397385.0518
MEM 147.503906 1707397385.1524
MEM 147.503906 1707397385.2531
MEM 147.503906 1707397385.3533
MEM 147.503906 1707397385.4536
MEM 147.503906 1707397385.5542
MEM 147.503906 1707397385.6547
MEM 147.503906 1707397385.7553
MEM 147.503906 1707397385.8558
MEM 147.503906 1707397385.9564
MEM 147.503906 1707397386.0569
MEM 147.503906 1707397386.1574
MEM 147.503906 1707397386.2579
MEM 147.503906 1707397386.3584
MEM 147.503906 1707397386.4590
MEM 147.503906 1707397386.5594
MEM 147.503906 1707397386.6600
MEM 147.503906 1707397386.7605
MEM 147.503906 1707397386.8608
MEM 147.503906 1707397386.9613
MEM 147.503906 1707397387.0618
MEM 147.503906 1707397387.1624
MEM 147.503906 1707397387.2629
MEM 147.503906 1707397387.3635
MEM 147.503906 1707397387.4638
MEM 147.503906 1707397387.5644
MEM 147.503906 1707397387.6649
MEM 147.503906 1707397387.7656
MEM 147.503906 1707397387.8662
MEM 147.503906 1707397387.9664
MEM 147.503906 1707397388.0666
MEM 147.503906 1707397388.1670
MEM 147.503906 1707397388.2676
MEM 147.503906 1707397388.3681
MEM 147.503906 1707397388.4688
MEM 147.503906 1707397388.5693
MEM 147.503906 1707397388.6697
MEM 147.503906 1707397388.7703
MEM 147.503906 1707397388.8706
MEM 147.503906 1707397388.9713
MEM 147.503906 1707397389.0714
MEM 147.503906 1707397389.1719
MEM 147.503906 1707397389.2725
MEM 147.503906 1707397389.3731
MEM 147.503906 1707397389.4736
MEM 147.503906 1707397389.5742
MEM 147.503906 1707397389.6748
MEM 147.503906 1707397389.7749
MEM 147.503906 1707397389.8750
MEM 147.503906 1707397389.9752
MEM 147.503906 1707397390.0758
MEM 147.503906 1707397390.1762
MEM 147.503906 1707397390.2770
MEM 147.503906 1707397390.3778
MEM 147.503906 1707397390.4784
MEM 147.503906 1707397390.5790
MEM 147.503906 1707397390.6791
MEM 147.503906 1707397390.7798
MEM 147.503906 1707397390.8803
MEM 147.503906 1707397390.9809
MEM 147.503906 1707397391.0814
MEM 147.503906 1707397391.1820
MEM 147.503906 1707397391.2826
MEM 147.503906 1707397391.3831
MEM 147.503906 1707397391.4833
MEM 147.503906 1707397391.5839
MEM 147.503906 1707397391.6844
MEM 147.503906 1707397391.7850
MEM 147.503906 1707397391.8856
MEM 147.503906 1707397391.9860
MEM 147.503906 1707397392.0865
MEM 147.503906 1707397392.1871
MEM 147.503906 1707397392.2875
MEM 147.503906 1707397392.3880
MEM 147.503906 1707397392.4882
MEM 147.503906 1707397392.5888
MEM 147.503906 1707397392.6899
MEM 147.503906 1707397392.7905
MEM 147.503906 1707397392.8908
MEM 147.503906 1707397392.9911
MEM 147.503906 1707397393.0913
MEM 147.503906 1707397393.1918
MEM 147.503906 1707397393.2924
MEM 147.503906 1707397393.3926
MEM 147.503906 1707397393.4932
MEM 147.503906 1707397393.5936
MEM 147.503906 1707397393.6941
MEM 147.503906 1707397393.7947
MEM 147.503906 1707397393.8953
MEM 147.503906 1707397393.9959
MEM 147.503906 1707397394.0965
MEM 147.503906 1707397394.1969
MEM 147.503906 1707397394.2976
MEM 147.503906 1707397394.3977
MEM 147.503906 1707397394.4982
MEM 147.503906 1707397394.5986
MEM 147.503906 1707397394.6991
MEM 147.503906 1707397394.7995
MEM 147.503906 1707397394.9001
MEM 147.503906 1707397395.0007
MEM 147.503906 1707397395.1011
MEM 147.503906 1707397395.2014
MEM 147.503906 1707397395.3020
MEM 147.503906 1707397395.4025
MEM 147.503906 1707397395.5029
MEM 147.503906 1707397395.6031
MEM 147.503906 1707397395.7037
MEM 147.503906 1707397395.8044
MEM 147.503906 1707397395.9049
MEM 147.503906 1707397396.0055
MEM 147.503906 1707397396.1060
MEM 147.503906 1707397396.2065
MEM 147.503906 1707397396.3070
MEM 147.503906 1707397396.4076
MEM 147.503906 1707397396.5083
MEM 147.503906 1707397396.6089
MEM 147.503906 1707397396.7092
MEM 147.503906 1707397396.8094
MEM 147.503906 1707397396.9100
MEM 147.503906 1707397397.0102
MEM 147.503906 1707397397.1108
MEM 147.503906 1707397397.2114
MEM 147.503906 1707397397.3120
MEM 147.503906 1707397397.4126
MEM 147.503906 1707397397.5131
MEM 147.503906 1707397397.6137
MEM 147.503906 1707397397.7142
MEM 147.503906 1707397397.8147
MEM 147.503906 1707397397.9153
MEM 147.503906 1707397398.0158
MEM 147.503906 1707397398.1164
MEM 147.503906 1707397398.2170
MEM 147.503906 1707397398.3176
MEM 147.503906 1707397398.4180
MEM 147.503906 1707397398.5186
MEM 147.503906 1707397398.6191
MEM 147.503906 1707397398.7197
MEM 147.503906 1707397398.8204
MEM 147.503906 1707397398.9208
MEM 147.503906 1707397399.0214
MEM 147.503906 1707397399.1215
MEM 147.503906 1707397399.2219
MEM 147.503906 1707397399.3224
MEM 147.503906 1707397399.4228
MEM 147.503906 1707397399.5232
MEM 147.503906 1707397399.6234
MEM 147.503906 1707397399.7239
MEM 147.503906 1707397399.8244
MEM 147.503906 1707397399.9250
MEM 147.503906 1707397400.0256
MEM 147.503906 1707397400.1261
MEM 147.503906 1707397400.2267
MEM 147.503906 1707397400.3273
MEM 147.503906 1707397400.4278
MEM 147.503906 1707397400.5284
MEM 147.503906 1707397400.6290
MEM 147.503906 1707397400.7295
MEM 147.503906 1707397400.8301
MEM 147.503906 1707397400.9307
MEM 147.503906 1707397401.0311
MEM 147.503906 1707397401.1319
MEM 147.503906 1707397401.2326
MEM 147.503906 1707397401.3331
MEM 147.503906 1707397401.4337
MEM 147.503906 1707397401.5343
MEM 147.503906 1707397401.6348
MEM 147.503906 1707397401.7354
MEM 147.503906 1707397401.8359
MEM 147.503906 1707397401.9363
MEM 147.503906 1707397402.0369
MEM 147.503906 1707397402.1375
MEM 147.503906 1707397402.2380
MEM 147.503906 1707397402.3384
MEM 147.503906 1707397402.4389
MEM 147.503906 1707397402.5396
MEM 147.503906 1707397402.6401
MEM 147.503906 1707397402.7407
MEM 147.503906 1707397402.8412
MEM 147.542969 1707397402.9428
MEM 147.542969 1707397403.0431
MEM 147.542969 1707397403.1532
MEM 147.542969 1707397403.2542
MEM 147.546875 1707397403.3547
MEM 147.546875 1707397403.4553
MEM 147.546875 1707397403.5559
MEM 147.546875 1707397403.6564
MEM 147.546875 1707397403.7570
MEM 147.546875 1707397403.8576
MEM 147.546875 1707397403.9582
MEM 147.546875 1707397404.0584
MEM 147.546875 1707397404.1589
MEM 147.546875 1707397404.2591
MEM 147.546875 1707397404.3596
MEM 147.546875 1707397404.4602
MEM 147.546875 1707397404.5607
MEM 147.546875 1707397404.6613
MEM 147.546875 1707397404.7619
MEM 147.546875 1707397404.8625
MEM 147.546875 1707397404.9630
MEM 147.546875 1707397405.0636
MEM 147.546875 1707397405.1642
MEM 147.546875 1707397405.2648
MEM 147.546875 1707397405.3652
MEM 147.546875 1707397405.4657
MEM 147.546875 1707397405.5664
MEM 147.546875 1707397405.6668
MEM 147.546875 1707397405.7674
MEM 147.546875 1707397405.8679
MEM 147.546875 1707397405.9685
MEM 147.546875 1707397406.0691
MEM 147.546875 1707397406.1702
MEM 147.546875 1707397406.2708
MEM 147.546875 1707397406.3715
MEM 147.546875 1707397406.4720
MEM 147.546875 1707397406.5722
MEM 147.546875 1707397406.6727
MEM 147.546875 1707397406.7733
MEM 147.546875 1707397406.8738
MEM 147.546875 1707397406.9744
MEM 147.546875 1707397407.0745
MEM 147.546875 1707397407.1750
MEM 147.546875 1707397407.2753
MEM 147.546875 1707397407.3759
MEM 147.546875 1707397407.4760
MEM 147.546875 1707397407.5763
MEM 147.546875 1707397407.6769
MEM 147.546875 1707397407.7774
MEM 147.546875 1707397407.8780
MEM 147.546875 1707397407.9783
MEM 147.546875 1707397408.0785
MEM 147.546875 1707397408.1791
MEM 147.546875 1707397408.2797
MEM 147.546875 1707397408.3803
MEM 147.546875 1707397408.4808
MEM 147.546875 1707397408.5811
MEM 147.546875 1707397408.6813
MEM 147.546875 1707397408.7816
MEM 147.546875 1707397408.8822
MEM 147.546875 1707397408.9824
MEM 147.546875 1707397409.0829
MEM 147.546875 1707397409.1835
MEM 147.546875 1707397409.2840
MEM 147.546875 1707397409.3846
MEM 147.546875 1707397409.4852
MEM 147.546875 1707397409.5858
MEM 147.546875 1707397409.6865
MEM 147.546875 1707397409.7870
MEM 147.546875 1707397409.8876
MEM 147.546875 1707397409.9883
MEM 147.546875 1707397410.0889
MEM 147.546875 1707397410.1896
MEM 147.546875 1707397410.2901
MEM 147.546875 1707397410.3908
MEM 147.546875 1707397410.4914
MEM 147.546875 1707397410.5920
MEM 147.546875 1707397410.6922
MEM 147.546875 1707397410.7926
MEM 147.546875 1707397410.8932
MEM 147.546875 1707397410.9933
MEM 147.546875 1707397411.0939
MEM 147.546875 1707397411.1944
MEM 147.546875 1707397411.2946
MEM 147.546875 1707397411.3952
MEM 147.546875 1707397411.4957
MEM 147.546875 1707397411.5962
MEM 147.546875 1707397411.6967
MEM 147.546875 1707397411.7968
MEM 147.546875 1707397411.8973
MEM 147.546875 1707397411.9980
MEM 147.546875 1707397412.0985
MEM 147.546875 1707397412.1989
MEM 147.546875 1707397412.2995
MEM 147.546875 1707397412.3998
MEM 147.546875 1707397412.4999
MEM 147.562500 1707397412.6005
MEM 147.562500 1707397412.7012
MEM 147.562500 1707397412.8017
MEM 147.562500 1707397412.9023
MEM 147.562500 1707397413.0024
MEM 147.562500 1707397413.1030
MEM 147.562500 1707397413.2036
MEM 147.562500 1707397413.3042
MEM 147.562500 1707397413.4048
MEM 147.562500 1707397413.5053
MEM 147.562500 1707397413.6059
MEM 147.562500 1707397413.7064
MEM 147.562500 1707397413.8069
MEM 147.562500 1707397413.9075
MEM 147.562500 1707397414.0078
MEM 147.562500 1707397414.1084
MEM 147.562500 1707397414.2088
MEM 147.562500 1707397414.3090
MEM 147.562500 1707397414.4097
MEM 147.562500 1707397414.5103
MEM 147.562500 1707397414.6108
MEM 147.562500 1707397414.7113
MEM 147.562500 1707397414.8120
MEM 147.562500 1707397414.9125
MEM 147.562500 1707397415.0127
MEM 147.562500 1707397415.1132
MEM 147.562500 1707397415.2138
MEM 147.562500 1707397415.3140
MEM 147.562500 1707397415.4146
MEM 147.562500 1707397415.5153
MEM 147.562500 1707397415.6159
MEM 147.562500 1707397415.7165
MEM 147.562500 1707397415.8170
MEM 147.562500 1707397415.9176
MEM 147.562500 1707397416.0183
MEM 147.562500 1707397416.1189
MEM 147.562500 1707397416.2194
MEM 147.558594 1707397416.3196
MEM 147.539062 1707397416.4202
MEM 147.539062 1707397416.5208
MEM 147.539062 1707397416.6212
MEM 147.539062 1707397416.7218
MEM 147.539062 1707397416.8224
MEM 148.390625 1707397416.9235
MEM 148.390625 1707397417.0241
MEM 148.390625 1707397417.1247
MEM 148.390625 1707397417.2252
MEM 148.390625 1707397417.3258
MEM 148.390625 1707397417.4264
MEM 148.390625 1707397417.5268
MEM 148.390625 1707397417.6273
MEM 148.390625 1707397417.7279
MEM 148.390625 1707397417.8283
MEM 148.390625 1707397417.9288
MEM 148.390625 1707397418.0294
MEM 148.390625 1707397418.1297
MEM 148.390625 1707397418.2304
MEM 148.390625 1707397418.3310
MEM 148.390625 1707397418.4317
MEM 148.390625 1707397418.5323
MEM 148.390625 1707397418.6327
MEM 148.390625 1707397418.7333
MEM 148.390625 1707397418.8338
MEM 148.390625 1707397418.9344
MEM 148.390625 1707397419.0349
MEM 148.394531 1707397419.1353
MEM 148.394531 1707397419.2357
MEM 148.402344 1707397419.3362
MEM 148.402344 1707397419.4368
MEM 148.402344 1707397419.5373
MEM 148.402344 1707397419.6378
MEM 148.402344 1707397419.7384
MEM 148.402344 1707397419.8390
MEM 148.402344 1707397419.9392
MEM 148.402344 1707397420.0398
MEM 148.402344 1707397420.1404
MEM 148.402344 1707397420.2410
MEM 148.402344 1707397420.3415
MEM 148.402344 1707397420.4418
MEM 148.402344 1707397420.5424
MEM 148.402344 1707397420.6430
MEM 148.402344 1707397420.7436
MEM 148.402344 1707397420.8442
MEM 148.402344 1707397420.9448
MEM 148.402344 1707397421.0452
MEM 148.402344 1707397421.1458
MEM 148.402344 1707397421.2462
MEM 148.402344 1707397421.3468
MEM 148.402344 1707397421.4473
MEM 148.402344 1707397421.5478
MEM 148.402344 1707397421.6484
MEM 148.402344 1707397421.7489
MEM 148.402344 1707397421.8495
MEM 148.402344 1707397421.9499
MEM 148.402344 1707397422.0506
MEM 148.402344 1707397422.1512
MEM 148.402344 1707397422.2517
MEM 148.402344 1707397422.3524
MEM 148.402344 1707397422.4531
MEM 148.402344 1707397422.5537
MEM 148.402344 1707397422.6543
MEM 148.402344 1707397422.7549
MEM 148.402344 1707397422.8554
MEM 148.402344 1707397422.9560
MEM 148.402344 1707397423.0566
MEM 148.402344 1707397423.1571
MEM 148.402344 1707397423.2577
MEM 148.402344 1707397423.3583
